series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	-1.205623522	7.964825185	GHA	Ghana	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	292	-5.347561686	36.13895036	GIB	Gibraltar	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	292	-5.347561686	36.13895036	GIB	Gibraltar	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	292	-5.347561686	36.13895036	GIB	Gibraltar	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	-157.5643005	1.768837732	KIR	Kiribati	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	-157.5643005	1.768837732	KIR	Kiribati	2	ROA	P_KM	road transport	passenger kilometres	40972239.05	2016	40972239.05	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	296	-157.5643005	1.768837732	KIR	Kiribati	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	22.58307827	39.47301873	GRC	Greece	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	22.58307827	39.47301873	GRC	Greece	2	ROA	P_KM	road transport	passenger kilometres	99101303346.61	2016	99101303346.61	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	300	22.58307827	39.47301873	GRC	Greece	3	RAI	P_KM	rail transport	passenger kilometres	1.192e+09	2016	1.192e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	-41.39371316	74.75625681	GRL	Greenland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	-41.39371316	74.75625681	GRL	Greenland	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	304	-41.39371316	74.75625681	GRL	Greenland	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	-61.68248568	12.11238395	GRD	Grenada	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	-61.68248568	12.11238395	GRD	Grenada	2	ROA	P_KM	road transport	passenger kilometres	1050065869.15	2016	1050065869.15	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	308	-61.68248568	12.11238395	GRD	Grenada	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	-61.64762115	16.14416917	GLP	Guadeloupe	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	312	-61.64762115	16.14416917	GLP	Guadeloupe	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	144.7029305	13.35485404	GUM	Guam	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	144.7029305	13.35485404	GUM	Guam	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	316	144.7029305	13.35485404	GUM	Guam	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	-91.2312746	15.00273719	GTM	Guatemala	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	-91.2312746	15.00273719	GTM	Guatemala	2	ROA	P_KM	road transport	passenger kilometres	52397497867.13	2016	52397497867.13	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	320	-91.2312746	15.00273719	GTM	Guatemala	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	-11.28173419	11.00210343	GIN	Guinea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	-11.28173419	11.00210343	GIN	Guinea	2	ROA	P_KM	road transport	passenger kilometres	4130517628.4	2016	4130517628.4	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	324	-11.28173419	11.00210343	GIN	Guinea	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	-58.97322037	4.788012784	GUY	Guyana	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	-58.97322037	4.788012784	GUY	Guyana	2	ROA	P_KM	road transport	passenger kilometres	513952221.49	2016	513952221.49	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	328	-58.97322037	4.788012784	GUY	Guyana	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	-72.33640958	18.40426539	HTI	Haiti	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	-72.33640958	18.40426539	HTI	Haiti	2	ROA	P_KM	road transport	passenger kilometres	4751451118.14	2016	4751451118.14	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	332	-72.33640958	18.40426539	HTI	Haiti	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	12.45315803	41.90343751	VAT	Holy See	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	12.45315803	41.90343751	VAT	Holy See	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	336	12.45315803	41.90343751	VAT	Holy See	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	-86.59974381	14.82243161	HND	Honduras	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	-86.59974381	14.82243161	HND	Honduras	2	ROA	P_KM	road transport	passenger kilometres	14307392861.86	2016	14307392861.86	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	340	-86.59974381	14.82243161	HND	Honduras	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	2	ROA	P_KM	road transport	passenger kilometres	375165973471.99	2016	375165973471.99	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	19.41221519	47.1651448	HUN	Hungary	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	19.41221519	47.1651448	HUN	Hungary	2	ROA	P_KM	road transport	passenger kilometres	7.43e+10	2016	7.43e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	348	19.41221519	47.1651448	HUN	Hungary	3	RAI	P_KM	rail transport	passenger kilometres	7.653e+09	2016	7.653e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	-19.02116966	64.79134763	ISL	Iceland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	-19.02116966	64.79134763	ISL	Iceland	2	ROA	P_KM	road transport	passenger kilometres	7.301e+09	2016	7.301e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	352	-19.02116966	64.79134763	ISL	Iceland	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	79.3608464	22.34642074	IND	India	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	79.3608464	22.34642074	IND	India	2	ROA	P_KM	road transport	passenger kilometres	1.695e+13	2016	1.695e+13	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	356	79.3608464	22.34642074	IND	India	3	RAI	P_KM	rail transport	passenger kilometres	1.158584e+12	2016	1.158584e+12	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	113.9174	-0.994582204	IDN	Indonesia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	113.9174	-0.994582204	IDN	Indonesia	2	ROA	P_KM	road transport	passenger kilometres	385083995307.28	2016	385083995307.28	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	360	113.9174	-0.994582204	IDN	Indonesia	3	RAI	P_KM	rail transport	passenger kilometres	21696490775	2016	21696490775	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	2	ROA	P_KM	road transport	passenger kilometres	301567260795.34	2016	301567260795.34	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	3	RAI	P_KM	rail transport	passenger kilometres	18126811827	2016	18126811827	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	43.76606267	33.05013795	IRQ	Iraq	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	43.76606267	33.05013795	IRQ	Iraq	2	ROA	P_KM	road transport	passenger kilometres	16864669029.29	2016	16864669029.29	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	368	43.76606267	33.05013795	IRQ	Iraq	3	RAI	P_KM	rail transport	passenger kilometres	107919493	2016	107919493	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	-7.121425272	53.25274054	IRL	Ireland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	-7.121425272	53.25274054	IRL	Ireland	2	ROA	P_KM	road transport	passenger kilometres	63248992059.32	2016	63248992059.32	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	372	-7.121425272	53.25274054	IRL	Ireland	3	RAI	P_KM	rail transport	passenger kilometres	1.99e+09	2016	1.99e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	376	34.62277992	31.06164552	ISR	Israel	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	376	34.62277992	31.06164552	ISR	Israel	2	ROA	P_KM	road transport	passenger kilometres	90407699934.8	2016	90407699934.8	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	376	34.62277992	31.06164552	ISR	Israel	3	RAI	P_KM	rail transport	passenger kilometres	2.645e+09	2016	2.645e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	380	12.57022427	42.79917282	ITA	Italy	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	380	12.57022427	42.79917282	ITA	Italy	2	ROA	P_KM	road transport	passenger kilometres	8.07564e+11	2016	8.07564e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	380	12.57022427	42.79917282	ITA	Italy	3	RAI	P_KM	rail transport	passenger kilometres	5.1014e+10	2016	5.1014e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	2	ROA	P_KM	road transport	passenger kilometres	12621951879.29	2016	12621951879.29	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	388	-77.31068409	18.15616857	JAM	Jamaica	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	388	-77.31068409	18.15616857	JAM	Jamaica	2	ROA	P_KM	road transport	passenger kilometres	20534396840.98	2016	20534396840.98	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	388	-77.31068409	18.15616857	JAM	Jamaica	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	392	139.2716103	36.6554539	JPN	Japan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	392	139.2716103	36.6554539	JPN	Japan	2	ROA	P_KM	road transport	passenger kilometres	1046661914804.17	2016	1046661914804.17	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	392	139.2716103	36.6554539	JPN	Japan	3	RAI	P_KM	rail transport	passenger kilometres	429917657883	2016	429917657883	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	398	66.65359159	48.01963494	KAZ	Kazakhstan	2	ROA	P_KM	road transport	passenger kilometres	85815991435.94	2016	85815991435.94	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	398	66.65359159	48.01963494	KAZ	Kazakhstan	3	RAI	P_KM	rail transport	passenger kilometres	17336646665.7	2016	17336646665.7	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	400	37.13024774	30.65365973	JOR	Jordan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	400	37.13024774	30.65365973	JOR	Jordan	2	ROA	P_KM	road transport	passenger kilometres	8168334044.77	2016	8168334044.77	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	400	37.13024774	30.65365973	JOR	Jordan	3	RAI	P_KM	rail transport	passenger kilometres	504128874.9	2016	504128874.9	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	404	37.86096816	0.534797278	KEN	Kenya	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	404	37.86096816	0.534797278	KEN	Kenya	2	ROA	P_KM	road transport	passenger kilometres	22394960361.27	2016	22394960361.27	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	404	37.86096816	0.534797278	KEN	Kenya	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	410	127.8610254	36.45201023	KOR	Republic of Korea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	410	127.8610254	36.45201023	KOR	Republic of Korea	2	ROA	P_KM	road transport	passenger kilometres	394760458036.16	2016	394760458036.16	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	410	127.8610254	36.45201023	KOR	Republic of Korea	3	RAI	P_KM	rail transport	passenger kilometres	71325055641.5	2016	71325055641.5	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	414	47.49305029	29.53949468	KWT	Kuwait	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	414	47.49305029	29.53949468	KWT	Kuwait	2	ROA	P_KM	road transport	passenger kilometres	70457702007.51	2016	70457702007.51	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	414	47.49305029	29.53949468	KWT	Kuwait	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	2	ROA	P_KM	road transport	passenger kilometres	1609863346.59	2016	1609863346.59	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	3	RAI	P_KM	rail transport	passenger kilometres	76760303.3	2016	76760303.3	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	2	ROA	P_KM	road transport	passenger kilometres	3757829035.74	2016	3757829035.74	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	422	35.89391711	33.92152458	LBN	Lebanon	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	422	35.89391711	33.92152458	LBN	Lebanon	2	ROA	P_KM	road transport	passenger kilometres	26998831960.17	2016	26998831960.17	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	422	35.89391711	33.92152458	LBN	Lebanon	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	426	28.25362195	-29.58041814	LSO	Lesotho	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	426	28.25362195	-29.58041814	LSO	Lesotho	2	ROA	P_KM	road transport	passenger kilometres	944739225.94	2016	944739225.94	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	426	28.25362195	-29.58041814	LSO	Lesotho	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	428	26.42461876	56.64196636	LVA	Latvia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	428	26.42461876	56.64196636	LVA	Latvia	2	ROA	P_KM	road transport	passenger kilometres	16909022176.09	2016	16909022176.09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	428	26.42461876	56.64196636	LVA	Latvia	3	RAI	P_KM	rail transport	passenger kilometres	5.84e+08	2016	5.84e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	430	-9.311879038	6.448381009	LBR	Liberia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	430	-9.311879038	6.448381009	LBR	Liberia	2	ROA	P_KM	road transport	passenger kilometres	850060453.15	2016	850060453.15	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	430	-9.311879038	6.448381009	LBR	Liberia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	434	18.0295985	27.04042819	LBY	Libya	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	434	18.0295985	27.04042819	LBY	Libya	2	ROA	P_KM	road transport	passenger kilometres	173184616270.93	2016	173184616270.93	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	434	18.0295985	27.04042819	LBY	Libya	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	438	9.552985019	47.14167005	LIE	Liechtenstein	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	438	9.552985019	47.14167005	LIE	Liechtenstein	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	438	9.552985019	47.14167005	LIE	Liechtenstein	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	440	23.90517807	55.33680309	LTU	Lithuania	1	AIR	P_KM	air transport	passenger kilometres					
