series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	PERCENT	Percentage	18.28	20.05	12.54	8.69	16.33	16.47	19.39	17.5	19.81	14.25	14.78	12.61	12.77	11.53	13.49	6.36	6.19	3.51	3.27	4.23	4.37	6.18	5.43	5.77	5.3	7.59		6.0225	2015	7.59	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	688	20.805876	44.03145697	SRB	Serbia	1	PERCENT	Percentage																		5.08	3.58	4.32	5.28	5.12	8.62	13.71	11.4	8.8	8.27	10.16	2016	8.27	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	PERCENT	Percentage	7.6	6.71	6.58	5.47	5.16	6.7	4.43	3.86	5.58	5.67	3.33	6.63	7.22	5.58	5.83	7.11	17.83	8.63	8.2	6.03	4.33	1.83	2.89	3.77				3.33	2013	3.77	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	PERCENT	Percentage	10.12	6.84	16.98	17.48	73.03	63.18	58.41	30.7	43.9	86.3	75.66	112.3	13.05	10.22	10.04	6.72	7.84	2.82	1.65	2.04	2.68	3.35	1.65	1.36	2.3	6.57		2.97	2015	6.57	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	702	103.8107883	1.361009155	SGP	Singapore	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	PERCENT	Percentage							3.22	7.05	8.75	9.75	7.21	6.57	6.01	3.48	2.51	2.31	1.85	1.91	1.8	2.25	2.06	1.81	1.79	1.86	2.16	1.55	1.8	1.832	2016	1.8	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	706	46.20367477	4.406485729	SOM	Somalia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	PERCENT	Percentage					4.91	5.11	6.22	6.87	8.56	2.98	5.6	6.68	4.66	4.4	3.09	5.41	4.93	2.59	3.62	3.55	2.9	2.71	4.27	6.56	2.95	3.03	4.59	4.28	2016	4.59	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	PERCENT	Percentage	19.44	18.35	25.7	24.33	18.6															0.75	0.52	0.4	0.57	0.48	2.14	1.64		1.2075	2015	1.64	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	724	-3.554078296	40.39211472	ESP	Spain	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	736	29.95650159	16.02643066	SDN	Sudan	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	PERCENT	Percentage	5.34	3	2.29	2.24	2.2	1.5	2.58	1.68	2.1	2.9	2.1	1.86	1.51	1.43	2.13	1.63	1.73	2.01	2.67	2.23	1.89	1.77	2.16	1.36	1.68	1.32	2.04	1.712	2016	2.04	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	752	14.3775338	60.60103109	SWE	Sweden	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	756	8.223158	46.96617097	CHE	Switzerland	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	PERCENT	Percentage						2.48	1.95	7.15	3.71	4.9	5.12	4.56							3.38	3.86	3.11								2010	3.11	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	PERCENT	Percentage													9.23	5.61	5.82	5.06	3.63	2.94	6.19	6.04	2.68	2.11	2.95	3.31	4.5	5.63	7.52	4.782	2016	7.52	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	764	101.0202951	15.13089239	THA	Thailand	1	PERCENT	Percentage	11.42	4.84	4.88	4.36	4.53	3.74	2.92	2.66	3.48	5.68	5.78	8.19	10.62	7.96	4.19	2.37	2.03	1.1	1.13	0.56	0.43	0.53	0.37	0.5	0.24	0.5	0.25	0.372	2016	0.25	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	768	0.97835765	8.532096072	TGO	Togo	1	PERCENT	Percentage	11.48	7.52	5.43	6.01	4.71	5.42	9.27	9.82	6.98	7.62	5.47	6.49	2.31	2.39	2.65	2.34	2.77	1.29	15.89	4.2	2.58	0.71	1.11	2.2	2.71	3.17		2.2975	2015	3.17	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	PERCENT	Percentage	3.49	4.35	4.69	4.46								8.89	7.53	7.2	9.33	8.79	10.35	9.05	9.21	7.21	7.38	5.93	5.61	5.78	12.27	20.24	16.24	12.028	2016	16.24	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	PERCENT	Percentage	25.56	24.86	20.64	21.22	19.52	17.27	16.84	15.99	15.63	16.16	20.67	13.21	14.23	13.56	13.82	11.51	13.4	10.3	6.59	9.1	8.62	10.11	9.33	8.28	7.48	8.92	9.19	8.64	2016	9.19	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	792	35.42890329	38.9899684	TUR	Turkey	1	PERCENT	Percentage	29.88	30.52	29.49	25.23	25.46	24	17.99	16.39	19.07	18.44	18.58	24.76	30.14	20.3	18.81	19.31	15.23	11.53	8.32	8.14	8.01	7.53	5.91	4.87	5.15	5.37	6.68	5.596	2016	6.68	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	PERCENT	Percentage							9.55	20.3																					1997	20.3	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	800	32.39100438	1.279557331	UGA	Uganda	1	PERCENT	Percentage	78.64	72.26	56.94	45.01	27.01	19.54	17.88	19.7	20.25	17.9	10	6.55	9.61	9.69	8.68	10.62	5.29	2.51	2.14	2	1.76	1.47	1.36	1.57	2.1	1.86	2.4	1.858	2016	2.4	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	PERCENT	Percentage					1.53	6.6	6.1	5.85	9.08	12.46	15.05	7.21	6.37	5.9	4.86	5.08	4.91	3.73	2.65	5.44	3.22	3.14	7.6	14.98	10.71	29.45	6.11	13.77	2016	6.11	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	PERCENT	Percentage							4.96	9.78	10.02	8.82	6.63	14.02	15.35	11.22	8.03	6.15	13.86	10.55	2.93	4.26	4.08	3.75	5.22	10.76	6.37	11.41	7.19	8.19	2016	7.19	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	818	29.77468534	26.57438204	EGY	Egypt	1	PERCENT	Percentage	23.73	18.07	17.89	14.96	13.95	14.58	12.52	10.39	11.19	9.96	8.51	9.53	10.99	11.14	7.27	6.84	6.04	5.69	5.47	6.23	5.83	7.42	5.94	7.25	12.21	9.44	17.49	10.466	2016	17.49	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	PERCENT	Percentage	31.3	39.43	39.27	26.34	18.44	17.16	18.45	12.18	18.39	17.27	11.23	7.47	5.04	3.69	4.14	3.99	2.14	1.07	0.6	1.03	1.31	0.98	0.91	1.43	1.8	2.45	3.65	2.048	2016	3.65	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	840	-99.13830311	39.5277871	USA	United States of America	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	PERCENT	Percentage	7.8	11.38	8.89	11.51	14.88						18.45	13.04	13.65	12.03	8.94	7.77	5.94	4.65	3.87	3.82	2.47	2.31	2.09	2.4	2.74	4.39		2.905	2015	4.39	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	PERCENT	Percentage	19.6	13.67	13.08	15.48	12.77	19.3	15.36	15.19	23.71	18.99	12.41	20.89	20.48	24.88	9.31	6.57	5.41	5.07	4.7	5.18	5.23	5.77	4.61	6.62	8.39	15.31	22.59	11.504	2016	22.59	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	882	-172.4430749	-13.61541469	WSM	Samoa	1	PERCENT	Percentage	10.62	10.75	9.86	8.72	10.07	6.57	5.76	5.44	4.64	5.74					5.5	3.95	4.56	3.7	4.17	4.7	5.27	5.62	5.6	5.98	7.84	9.38	8.73	7.506	2016	8.73	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	887	45.22389143	15.22242099	YEM	Yemen	1	PERCENT	Percentage	7.14	11.17	8.09	7.22	4.11	4.13	3.27	3.64	10.83	6.13	5.04	6.47	4.13	3.99	4.3	3	2.84	3.29	2.64	3.55	2.75	2.63	2.7	2.81	3.73	18.71		6.9875	2015	18.71	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	894	27.850329	-14.59701056	ZMB	Zambia	1	PERCENT	Percentage	14.51	46.65						18.3	19.63	14.62	18.51	16.26	18.6	40.21	17.89	6.54	1.66	0.86	1.35	1.52	0.76	0.79	1.44	2.12	1.82	4.07	7.15	3.32	2016	7.15	World Development Indicators, World Bank	
