"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"SGS","-36.90662765","-54.20736749","239","South Georgia and the South Sandwich Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALA","19.80945969","60.1544901","248","Åland Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATF","69.64849091","-49.6068576","260","French Southern Territories","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSE","35.25694122","31.94347933","275","State of Palestine","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMD","73.52633626","-53.09106147","334","Heard Island and McDonald Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAT","12.45315803","41.90343751","336","Holy See","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRK","127.1803633","40.1462645","408","Democratic People's Republic of Korea","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KOR","127.8610254","36.45201023","410","Republic of Korea","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDA","28.4650624","47.20236795","498","Republic of Moldova","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OMN","57.87743482","21.98805614","512","Oman","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NAM","17.21907885","-22.13817068","516","Namibia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRU","166.92313","-0.528742623","520","Nauru","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPL","83.94678863","28.25866332","524","Nepal","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLD","5.331480568","51.86728884","528","Netherlands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANT","-68.30676179","12.22720635","530","Netherlands Antilles","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXM","-63.06198692","18.03926508","534","Sint Maarten (Dutch part)","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCL","165.5067368","-21.41742531","540","New Caledonia","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VUT","167.0679779","-15.34445547","548","Vanuatu","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZL","170.4755673","-43.98721568","554","New Zealand","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIC","-85.03060315","12.84210839","558","Nicaragua","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NER","9.400167877","17.42143036","562","Niger","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NGA","8.097363256","9.585789025","566","Nigeria","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NIU","-169.8601693","-19.05000475","570","Niue","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NFK","167.9515548","-29.03230018","574","Norfolk Island","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NOR","11.47846389","61.34311134","578","Norway","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNP","145.7582114","15.19099517","580","Northern Mariana Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMI","-162.4343752","5.874443968","581","US Minor Outlying Islands","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSM","158.225216","6.880670092","583","Micronesia, Federated States of","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLW","134.5733878","7.502307591","585","Palau","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAK","68.80479684","29.36491634","586","Pakistan","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAN","-81.26616623","8.450965746","591","Panama","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PNG","145.8587761","-6.756057077","598","Papua New Guinea","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRY","-60.54854225","-21.70216237","600","Paraguay","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PER","-71.82093277","-13.58939705","604","Peru","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHL","120.8601418","14.16591706","608","Philippines","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCN","-128.3225873","-24.37538456","612","Pitcairn","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POL","19.40660158","52.1226733","616","Poland","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRT","-7.961599811","39.68509315","620","Portugal","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLS","125.9451052","-8.797497247","626","Timor-Leste","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRI","-66.47591017","18.22753799","630","Puerto Rico","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAT","51.19152467","25.28355379","634","Qatar","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REU","55.53171398","-21.13183266","638","Réunion","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ROU","24.98481009","45.83893563","642","Romania","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUS","99.01404926","61.61899849","643","Russian Federation","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.8","Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology","17.8.1","Proportion of individuals using the Internet","1","IT_USE_ii99","Internet users per 100 inhabitants","2019.Q1.G.01","G","Global","PER_100_POP","Per 100 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
